Trip Purpose,Mean Distance (mi),Trips per Capita
Home,7.778498085071957,1.3135389088802056
Meal,5.924318532209676,0.26554563059222386
Other,6.079908335586084,0.752587645888449
Shopping,4.572230870691042,0.42939929431323104
SocRec,10.436231492760193,0.437482972129678
Work,9.230031577706843,0.7791190639164187
