Hour,Other,Shopping,Meal,SocRec,Home,Work
0,0.09876848817294209,0.2930274248838721,0.0,0.9582935623001743,21.682655719888395,1.14946880355391
1,0.0,0.0,0.0,0.13597936531661275,0.03076538225468323,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.03621386982328188,0.03621386982328233,0.29363219971514376
5,0.18254610419839135,0.0,0.0,0.14753707924112075,0.05820250477312544,0.34280918345297906
6,0.48050279532329354,0.043183849181109554,0.045788112418175896,0.0,0.3940511251528087,1.8283705517600966
7,1.7103991686532192,0.2537298560831087,0.06144735438446845,0.16864821347349168,0.41974461226566184,4.11472620770634
8,0.7392762295361285,0.4567373639870915,0.6820290667586224,0.20745928442165534,0.8506711298624745,3.9219305285174397
9,1.1283882726609162,0.7940854818445808,0.08815066874292568,0.8473713453278267,0.5764183962236782,1.5096776054168357
10,1.7267683657815498,1.5615212822580231,0.20673730924513112,0.6079122670494674,0.5381776461848574,0.3926394284027658
11,0.7374904720780877,1.1751701567122157,0.7994861795776593,0.3547087418718956,0.8205693099022098,0.4267914076873862
12,0.9687472752495891,1.3366557678752358,0.6452945954063405,0.5706507736788099,1.5184617059172383,0.2807776442520032
13,0.896791807757584,0.7596864483491401,0.31558660337926897,0.38220660098580234,1.5559559805914707,0.9838581294659796
14,1.2432024041683853,1.355262600009318,0.19050717743392653,0.5839980732392757,2.057369138161313,0.5235479384265262
15,2.2097459194585634,0.8649405492070068,0.10888442305442236,1.0755501561234895,3.74852903469391,0.3665236055027891
16,1.0922311141990588,0.8665063253090908,0.18529158993725914,0.5434589613410898,3.648157779110523,0.23355337156373673
17,0.8693916996888641,1.5475987245198486,1.6995472560708427,0.8653851505509945,3.6701688019725887,0.4168060010812801
18,1.0549380723389703,1.353290806421464,0.8694927718218313,1.4118162907563045,2.759478279019285,0.20010303924306672
19,0.3986806860832218,0.34346441147665674,0.05584120626308302,1.3275256753808133,2.720427577524549,0.29434395626900506
20,0.16777339515354142,0.07202465904048092,0.16205745021097936,0.6505944424332123,2.0587449064672025,0.0
21,0.2221746129965022,0.03843642420199786,0.3733143763230308,0.08698755047393589,1.6410407650721894,0.0
22,0.028191375786250625,0.0,0.21773925771191455,0.0,1.8419779296666463,0.22149056077146836
23,0.0,0.0,0.0,0.0,0.5151354231899566,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
