Trip Purpose,Mean Distance (mi),Trips per Capita
Home,7.780602992078929,1.336937612584718
Meal,7.244828564699196,0.3192774954701225
Other,7.038881468428238,0.5729076043575034
Shopping,7.479644125520129,0.43699660131187024
SocRec,9.332913572626818,0.38139483943573116
Work,8.703941077901701,0.8224783518232135
