Trip Purpose,Mean Distance (mi),Trips per Capita
Home,7.856956007737196,1.3165455124378753
Meal,4.765950256872766,0.27946647494749505
Other,8.191519969985258,0.6626092820513328
Shopping,6.476413644146731,0.5342622794365155
SocRec,7.931308599673544,0.4168334933953784
Work,11.338521710241098,0.6813158899681185
