Hour,Other,Shopping,Meal,SocRec,Home,Work
0,0.32667710561717916,0.1675235758575207,0.0203158632810518,0.6377366112331364,22.378244943800397,0.6738317994970398
1,0.0,0.0,0.0,0.0,0.07596567498814796,0.0
2,0.0,0.0,0.0,0.019138433352715315,0.025919462550726576,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.016110143194778034,0.0,0.017622846362805922,0.0,0.08164376320986169
5,0.041660941142100616,0.019023974185670534,0.01939665266166218,0.1279771652806381,0.05322187084163964,0.3111043665390959
6,0.43219350404334994,0.10999731879332074,0.05973245847265882,0.15992016706906487,0.19770025008018338,1.301280856322294
7,1.6243404581246885,0.20426793369763702,0.21881070385215576,0.3038982408474983,0.6631769153572757,5.306388549339009
8,1.2193320463977344,0.4253458534577604,0.4414044213762193,0.5822960924858946,0.8471339977855787,4.328658619395549
9,0.9612524818682496,0.6017821996918679,0.3283184439589848,0.5756155184827151,0.8973703083210766,1.851363286412637
10,0.9324378047553498,0.8411710810853787,0.271166173092827,0.5067301172339271,0.7102656814227379,0.9121936720110739
11,0.8741099640175687,1.2131643768484162,0.9013136693652947,0.46304741398338867,1.261029479482089,0.5861427901771505
12,0.8234192174496822,0.9827477464750849,1.344442701472611,0.5684901279394534,1.6058265101625886,1.31662903859585
13,0.7193390841153584,1.0161787958409425,0.6298925446785169,0.43698451712242364,1.6044049937985467,1.4145298792765382
14,0.7978323301118987,0.8224143706100349,0.24442632301939915,0.5230220688461243,1.2529916935926837,0.5844288001355501
15,1.221155339337571,0.6471195353612814,0.4575581841960676,0.4892885089777968,3.023790498576,0.48209513764292056
16,1.3212118994532729,1.0435771729408467,0.4532073071708542,0.8122680504719013,4.347885696151538,0.5292295228748539
17,1.2457332230217621,1.0679598385703346,0.5104655346865298,1.383309272990707,4.645262844882067,0.3371937740725039
18,0.8567366273476413,0.7137928224246322,0.712053381168414,1.0492684561452084,3.524492044899984,0.2311690251978868
19,0.24768164979890323,0.46189298252374833,0.6389341639994053,0.48965064379039486,2.64715089329212,0.05882260701212458
20,0.1976859103369117,0.20686521623702475,0.21211778750629576,0.35514692830401884,1.9341866445459472,0.0
21,0.09729924042647242,0.06366528545262624,0.13000063307646206,0.13656140009520384,1.137710457393879,0.08737168543108985
22,0.06311221486502598,0.0,0.05243626845484721,0.08287680226940511,0.809614299178571,0.0
23,0.050099209731187755,0.015067562481539653,0.0,0.06234901931,0.6553928853247089,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
