Trip Purpose,Mean Distance (mi),Trips per Capita
Home,8.133537653399623,1.3299444675928727
Meal,7.202403780628146,0.2513467761836547
Other,7.997092270906668,0.6408005819135475
Shopping,6.991641134986485,0.5406581253624052
SocRec,10.535390816523126,0.39350482845906215
Work,9.535109838296373,0.7438675477571379
